"NomPoste","Utilisateur","DateAudit","TypeWindows","VersionWindows","BuildWindows","SerialMateriel","CPU","CoeursCPU","ThreadsCPU","RAM","TypeRAM","GPU","VRAM","VersionGPU","NbDisques","TypeDisque","CapaciteTotale","EspaceLibre","ChipsetReseau","MAC","IP","WiFi","Bluetooth","TPM","SecureBoot","BitLocker","Antivirus","PareFeu","DerniereMAJWindows","UAC","Navigateur","VersionNavigateur","Steam","OBS","TachesAnormales"
"ARA-PC-PF1QRJKK","Utilisateur","2025-10-21 11:30:32","Microsoft Windows 10 Professionnel","10.0.19045","19045","PF1QRJKK","Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz","6","12","32","0","NVIDIA Quadro P1000","4095","32.0.15.7322",,"Fixed hard disk media","476,94","0","Intel(R) Wireless-AC 9560 160MHz","48:89:E7:ED:ED:B5","10.0.21.108","Non","Oui","Non","Non","Non","Oui","Oui","15/10/2025 00:00:00","Oui","Google Chrome","141.0.7390.77","Non installé","32.0.1","nWizard_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}; OneDrive Reporting Task-S-1-5-21-3351382358-1214185241-1515314912-1003; OneDrive Standalone Update Task-S-1-5-21-3351382358-1214185241-1515314912-1003; OneDrive Startup Task-S-1-5-21-3351382358-1214185241-1515314912-1003; RtkAudUService64_BG; Start Thunderbolt application on login if service is up; Start Thunderbolt application on switch user if service is up; Start Thunderbolt application when hardware is detected; Background monitor"
