"Nom du poste","Nom d'utilisateur","Date de l'audit","Type de Windows","Version de Windows","Build / Numéro de version","Processeur (modèle)","Nombre de cœurs","Nombre de threads","Fréquence CPU (GHz)","Mémoire vive (Go)","Type de RAM","Carte graphique","VRAM (Mo)","Version du pilote Graphique","Nombre de disques détectés","Type de disque","Capacité totale (Go)","Espace libre (Go)","Chipset réseau","Adresse MAC","Adresse IP locale","Connectivité Wi-Fi","Bluetooth activé","TPM activé","Secure Boot","BitLocker actif","Antivirus activé","Pare-feu activé","Dernière mise à jour","UAC actif","Navigateur Web","Version Nav Web"
"ARA-PC-PF1QRJKK","Utilisateur","2025-10-21 14:58:58","Microsoft Windows 10 Professionnel","10.0.19045","19045","Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz","6","12","2,59","32","0","NVIDIA Quadro P1000","4095","32.0.15.7322",,"Fixed hard disk media","471,56","242,91","Intel(R) Wireless-AC 9560 160MHz","48:89:E7:ED:ED:B5","10.0.21.108","Non","Oui","Non","Non","Non","Oui","Oui","KB5066130 installée le 10/15/2025 00:00:00","Oui","Google Chrome","141.0.7390.77"
