"NomDuPoste","Utilisateur","DateAudit","TypeWindows","VersionWindows","BuildWindows","SerialMateriel","Processeur","CœursPhysiques","ThreadsLogiques","MemoireGo","CarteGraphique","VRAM_Mo","VersionPiloteGPU","NbDisques","TypeDisque","CapacitéTotaleGo","EspaceLibreGo","ChipsetReseau","AdresseMAC","AdresseIP","WiFi","BluetoothActif","TPMActif","SecureBoot","BitLockerActif","AntivirusActif","PareFeuActif","Navigateur","VersionNavigateur","SteamVersion","OBSVersion"
"ARA-PC-PF1QRJKK","Utilisateur","2025-10-21 14:27:44","Microsoft Windows 10 Professionnel","10.0.19045","19045","PF1QRJKK","Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz","6","12","32","NVIDIA Quadro P1000","4095","32.0.15.7322",,"Disque monté local","471,56","242,91","Intel(R) Wireless-AC 9560 160MHz","48:89:E7:ED:ED:B5","10.0.21.108","Non","Oui","Non","Non","Non","Oui","Oui","Google Chrome","141.0.7390.77","10.11.97.72","32.0.1"
